Nutrition report,,,,,Generated by
,,,0.45 g Carbs,,10.26 g Protein
16 September,,,,,Activity: 0 kcall burned
Monday,Calories,Carbs,Protein,Fat,Weight: 89
,6 kcall eaten,0 g eaten,1 g eaten,0 g eaten,
,1967 kcall left,24 g left,86 g left,170 g left,
,,100% of calories,,,
Water 2000 of 2000 (100% of goal),,,,,
,,,0 kcall,,0 g fat
Breakfast,,,0 g Carbs,,0 g Protein
,,,0 kcall,,0 g fat
Lunch,,,0 g Carbs,,0 g Protein
,,,0 kcall,,0 g fat
Dinner,,,0 g Carbs,,0 g Protein
,,,6 kcall,,0.12 g fat
Snacks,,,0.21 g Carbs,,0.63 g Protein
Americano Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
17 September,,,,,Activity: 0 kcall burned
Tuesday,Calories,Carbs,Protein,Fat,Weight: 89
,7 kcall eaten,1 g eaten,1 g eaten,0 g eaten,
,1978 kcall left,24 g left,85 g left,171 g left,
,50% of calories,,50% of calories,,
Water 1500 of 2000 (75% of goal),,,,,
,,,0 kcall,,0 g fat
Breakfast,,,0 g Carbs,,0 g Protein
,,,0 kcall,,0 g fat
Lunch,,,0 g Carbs,,0 g Protein
,,,0 kcall,,0 g fat
Dinner,,,0 g Carbs,,0 g Protein
,,,7 kcall,,0.12 g fat
Snacks,,,0.57 g Carbs,,0.63 g Protein
Americano Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
Black Tea,,,1 kcall,,0 g Fat
,,,0.36 g Carbs,,0 g Protein
18 September,,,,,Activity: 0 kcall burned
Wednesday,Calories,Carbs,Protein,Fat,Weight: 88
,6 kcall eaten,1 g eaten,0 g eaten,0 g eaten,
,1951 kcall left,24 g left,84 g left,169 g left,
,100% of calories,,,,
Water 1000 of 2000 (50% of goal),,,,,
,,,4 kcall,,0.08 g fat
Breakfast,,,0.14 g Carbs,,0.42 g Protein
Coffee,,,2 kcall,,0.04 g Fat
,,,0.07 g Carbs,,0.21 g Protein
Coffee,,,2 kcall,,0.04 g Fat
,,,0.07 g Carbs,,0.21 g Protein
,,,2 kcall,,0 g fat
Lunch,,,0.36 g Carbs,,0 g Protein
Green Tea,,,2 kcall,,0 g Fat
,,,0.36 g Carbs,,0 g Protein
,,,0 kcall,,0 g fat
Dinner,,,0 g Carbs,,0 g Protein
,,,0 kcall,,0 g fat
Snacks,,,0 g Carbs,,0 g Protein
19 September,,,,,Activity: 0 kcall burned
Thursday,Calories,Carbs,Protein,Fat,Weight: 87
,2 kcall eaten,0 g eaten,0 g eaten,0 g eaten,
,1932 kcall left,24 g left,84 g left,167 g left,
Water 500 of 2000 (25% of goal),,,,,
,,,2 kcall,,0.04 g fat
Breakfast,,,0.07 g Carbs,,0.21 g Protein
Coffee,,,2 kcall,,0.04 g Fat
,,,0.07 g Carbs,,0.21 g Protein
,,,0 kcall,,0 g fat
Lunch,,,0 g Carbs,,0 g Protein
,,,0 kcall,,0 g fat
Dinner,,,0 g Carbs,,0 g Protein
,,,0 kcall,,0 g fat
Snacks,,,0 g Carbs,,0 g Protein
20 September,,,,,Activity: 0 kcall burned
Friday,Calories,Carbs,Protein,Fat,Weight: 87
,2874 kcall eaten,28 g eaten,112 g eaten,254 g eaten,
,940 kcall over,4 g over,56 g left,87 g over,
,4% of calories,,16% of calories,80% of calories,
Water 1000 of 2000 (50% of goal),,,,,
,,,0 kcall,,0 g fat
Breakfast,,,0 g Carbs,,0 g Protein
,,,0 kcall,,0 g fat
Lunch,,,0 g Carbs,,0 g Protein
,,,2873.53 kcall,,253.92 g fat
Dinner,,,33.5 g Carbs,,111.56 g Protein
Schweitzer Wurstsalat,,,669 kcall,,60 g Fat
,,,3 g Carbs,,28.8 g Protein
Fried Egg without Fat,,,190 kcall,,12.78 g Fat
,,,1 g Carbs,,16.16 g Protein
Nürbberger,,,218 kcall,,20 g Fat
Rostbratwürste,,,0.6 g Carbs,,8.8 g Protein
Bacon - Aldo Bio,,,213.28 kcall,,19.84 g Fat
,,,0.62 g Carbs,,8.06 g Protein
Gorgonzola/Salami Roll,,,345 kcall,,29 g Fat
,,,0.5 g Carbs,,20.5 g Protein
Blueberries,,,57 kcall,,0.33 g Fat
,,,14.49 g Carbs,,0.74 g Protein
Raspberries,,,26 kcall,,0.32 g Fat
,,,5.97 g Carbs,,0.6 g Protein
Pork Liverwurst Liver,,,97.8 kcall,,8.55 g Fat
Sausage,,,0.66 g Carbs,,4.23 g Protein
Schwatzwälder Landjäger,,,209.7 kcall,,18.54 g Fat
,,,0.45 g Carbs,,10.26 g Protein
Fresh British Whipping,,,740 kcall,,77.4 g Fat
CreamTesco,,,5.2 g Carbs,,3.8 g Protein
Parmesan Cheese (Grated),,,107.75 kcall,,7.15 g Fat
,,,1.01 g Carbs,,9.61 g Protein
,,,0 kcall,,0 g fat
Snacks,,,0 g Carbs,,0 g Protein
21 September,,,,,Activity: 0 kcall burned
Saturday,Calories,Carbs,Protein,Fat,Weight: 87
,2699 kcall eaten,101 g eaten,116 g eaten,203 g eaten,
,765 kcall over,77 g over,17 g over,36 g over,
,15% of calories,,17% of calories,68% of calories,
Water 2000 of 2000 (100% of goal),,,,,
,,,2.8 kcall,,0.06 g fat
Breakfast,,,0.11 g Carbs,,0.34 g Protein
Coffee,,,2.8 kcall,,0.06 g Fat
,,,0.11 g Carbs,,0.34 g Protein
,,,0 kcall,,0 g fat
Lunch,,,0 g Carbs,,0 g Protein
,,,1815.43 kcall,,147.32 g fat
Dinner,,,51.85 g Carbs,,72.72 g Protein
Beef and Rice (Mixture),,,363 kcall,,14.58 g Fat
,,,35.61 g Carbs,,20.13 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Fried Egg without Fat,,,95 kcall,,6.39 g Fat
,,,0.5 g Carbs,,8.08 g Protein
Bacon - Aldo Bio,,,213.28 kcall,,19.84 g Fat
,,,0.62 g Carbs,,8.06 g Protein
Käsekrainer,,,322 kcall,,26.4 g Fat
,,,0.3 g Carbs,,20.9 g Protein
Gorgonzola/Salami Roll,,,207 kcall,,17.4 g Fat
,,,0.3 g Carbs,,12.3 g Protein
Blueberries,,,42.75 kcall,,0.25 g Fat
,,,10.87 g Carbs,,0.56 g Protein
Whipping Cream,,,452.4 kcall,,48.46 g Fat
,,,3.65 g Carbs,,2.69 g Protein
,,,880.8 kcall,,55.92 g fat
Snacks,,,51.66 g Carbs,,42.72 g Protein
Pains Au Chocolat,,,240 kcall,,11.4 g Fat
Tesco,,,28.7 g Carbs,,4.8 g Protein
Bifi,,,408.8 kcall,,36 g Fat
,,,0.8 g Carbs,,20 g Protein
2% Fat Buttermilk,,,232 kcall,,8.28 g Fat
,,,21.92 g Carbs,,16.96 g Protein
Coffee,,,0 kcall,,0.12 g Fat
,,,0.12 g Carbs,,0.48 g Protein
Coffee,,,0 kcall,,0.12 g Fat
,,,0.12 g Carbs,,0.48 g Protein
22 September,,,,,Activity: 0 kcall burned
Sunday,Calories,Carbs,Protein,Fat,Weight: 87
,3271 kcall eaten,23 g eaten,194 g eaten,265 g eaten,
,1337 kcall over,2 g left,61 g left,98 g over,
,3% of calories,,24% of calories,73% of calories,
Water 2000 of 2000 (100% of goal),,,,,
,,,467.05 kcall,,35.87 g fat
Breakfast,,,0.91 g Carbs,,34.74 g Protein
Bacon - Tulip Streifen,,,163.75 kcall,,13.75 g Fat
,,,0 g Carbs,,10 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Parmigiano Reggiano,,,100.5 kcall,,7.43 g Fat
Tesco,,,0 g Carbs,,8.1 g Protein
,,,1292.4 kcall,,103.24 g fat
Lunch,,,5 g Carbs,,82.78 g Protein
British Brussels Sprouts,,,51 kcall,,1.4 g Fat
Tesco,,,4.1 g Carbs,,3.5 g Protein
Käsekrainer,,,644 kcall,,52.8 g Fat
,,,0.6 g Carbs,,41.8 g Protein
Gorgonzola/Salami Roll,,,207 kcall,,17.4 g Fat
,,,0.3 g Carbs,,12.3 g Protein
Gorgonzola,,,310 kcall,,25.7 g Fat
Tesco,,,0 g Carbs,,18.7 g Protein
Parmigiano Reggiano,,,80.4 kcall,,5.94 g Fat
Tesco,,,0 g Carbs,,6.48 g Protein
,,,846.3 kcall,,64.19 g fat
Dinner,,,0.91 g Carbs,,66.14 g Protein
Ground Beef - Aldi,,,643.5 kcall,,49.5 g Fat
,,,0 g Carbs,,49.5 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
,,,664.95 kcall,,61.81 g fat
Snacks,,,18.61 g Carbs,,10.11 g Protein
Cappuccino,,,74 kcall,,3.98 g Fat
,,,5.81 g Carbs,,4.08 g Protein
Whipping Cream,,,431.25 kcall,,46.25 g Fat
,,,3.49 g Carbs,,2.56 g Protein
Summer Berries,,,27.2 kcall,,0.08 g Fat
Tesco,,,4.56 g Carbs,,0.72 g Protein
85% Dark Chocolate,,,132.5 kcall,,11.5 g Fat
Lindt,,,4.75 g Carbs,,2.75 g Protein
23 September,,,,,Activity: 0 kcall burned
Monday,Calories,Carbs,Protein,Fat,Weight: 87
,2496 kcall eaten,27 g eaten,100 g eaten,206 g eaten,
,562 kcall over,3 g over,57 g left,39 g over,
,5% of calories,,17% of calories,78% of calories,
Water 1000 of 2000 (50% of goal),,,,,
,4 kcall,0.08 g fat
Breakfast,0.14 g Carbs,0.42 g Protein
Coffee,2 kcall,0.04 g Fat
,0.07 g Carbs,0.21 g Protein
Coffee,2 kcall,0.04 g Fat
,0.07 g Carbs,0.21 g Protein
,0 kcall,0 g fat
Lunch,0 g Carbs,0 g Protein
,1698.99 kcall,146.68 g fat
Dinner,3.57 g Carbs,89.9 g Protein
Gorgonzola,93 kcall,7.71 g Fat
Tesco,0 g Carbs,5.61 g Protein
Parmigiano Reggiano,80.4 kcall,5.94 g Fat
Tesco,0 g Carbs,6.48 g Protein
British Brussels Sprouts,25.5 kcall,0.7 g Fat
Tesco,2.05 g Carbs,1.75 g Protein
Bacon - Tulip Streifen,162.44 kcall,13.64 g Fat
,0 g Carbs,9.92 g Protein
Ground Beef - Aldi,409.5 kcall,31.5 g Fat
,0 g Carbs,31.5 g Protein
Käsekrainer,322 kcall,26.4 g Fat
,0.3 g Carbs,20.9 g Protein
Butter,250.95 kcall,28.39 g Fat
,0.02 g Carbs,0.3 g Protein
Weisswurst,355.2 kcall,32.4 g Fat
,1.2 g Carbs,13.44 g Protein
,793 kcall,59.34 g fat
Snacks,30.64 g Carbs,9.27 g Protein
Granny Smith Apples,78 kcall,0.26 g Fat
,20.72 g Carbs,0.39 g Protein
Whipping Cream,435 kcall,46.6 g Fat
,3.51 g Carbs,2.59 g Protein
Cocoa Powder,4 kcall,0.25 g Fat
(Unsweetened),0.98 g Carbs,0.35 g Protein
Avocado,178.2 kcall,3.69 g Fat
Tesco,4.77 g Carbs,1.71 g Protein
Pork Liverwurst Liver,97.8 kcall,8.55 g Fat
Sausage,0.66 g Carbs,4.23 g Protein
24 September,,,,,Activity: 0 kcall burned
Tuesday,Calories,Carbs,Protein,Fat,Weight: 87
,1912 kcall eaten,22 g eaten,73 g eaten,171 g eaten,
,22 kcall left,2 g left,62 g left,4 g over,
,5% of calories,,15% of calories,80% of calories,
Water 2000 of 2000 (100% of goal),,,,,
,,,2 kcall,,0.05 g fat
Breakfast,,,0.09 g Carbs,,0.28 g Protein
Coffee,,,2 kcall,,0.05 g Fat
,,,0.09 g Carbs,,0.28 g Protein
,,,1344.84 kcall,,130.29 g fat
Lunch,,,8.37 g Carbs,,38.66 g Protein
Cod Liver,,,561 kcall,,60 g Fat
,,,0 g Carbs,,5.2 g Protein
Bacon - Aldo Bio,,,172 kcall,,16 g Fat
,,,0.5 g Carbs,,6.5 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Broccoli Florets,,,38 kcall,,0.9 g Fat
Tesco,,,5.9 g Carbs,,3.3 g Protein
Butter,,,86.04 kcall,,9.73 g Fat
,,,0.01 g Carbs,,0.1 g Protein
Eier,,,280.8 kcall,,20.34 g Fat
,,,1.26 g Carbs,,23.04 g Protein
Whipping Cream,,,87 kcall,,9.32 g Fat
,,,0.7 g Carbs,,0.52 g Protein
,,,157.5 kcall,,3 g fat
Dinner,,,0.9 g Carbs,,31.5 g Protein
Chicken Breast Cold Cuts,,,157.5 kcall,,3 g Fat
,,,0.9 g Carbs,,31.5 g Protein
,,,407.82 kcall,,38.01 g fat
Snacks,,,16.17 g Carbs,,2.73 g Protein
Whipping Cream,,,348 kcall,,37.28 g Fat
,,,2.81 g Carbs,,2.07 g Protein
Kakao - Bensdorp,,,7.18 kcall,,0.41 g Fat
,,,0.18 g Carbs,,0.4 g Protein
Espresso Coffee,,,4 kcall,,0.32 g Fat
,,,0 g Carbs,,0.21 g Protein
Honey,,,48.64 kcall,,0 g Fat
,,,13.18 g Carbs,,0.05 g Protein
25 September,,,,,Activity: 80 kcall burned
Wednesday,Calories,Carbs,Protein,Fat,Weight: 87
,2014 kcall eaten,8 g eaten,82 g eaten,167 g eaten,
,80 kcall over,16 g left,76 g left,0 g over,
,2% of calories,,18% of calories,80% of calories,
Water 2000 of 2000 (100% of goal),,,,,
,,,6 kcall,,0.12 g fat
Breakfast,,,0.21 g Carbs,,0.63 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
,,,1019.59 kcall,,81.33 g fat
Lunch,,,15.07 g Carbs,,32.02 g Protein
Avocado,,,168.3 kcall,,3.48 g Fat
Tesco,,,4.51 g Carbs,,1.61 g Protein
Weißwurst,,,163.8 kcall,,15 g Fat
,,,0.6 g Carbs,,6.6 g Protein
Yellow Mustard,,,9 kcall,,0.48 g Fat
,,,1.17 g Carbs,,0.6 g Protein
Bacon - Aldo Bio,,,172 kcall,,16 g Fat
,,,0.5 g Carbs,,6.5 g Protein
Blutwurst,,,339 kcall,,31.5 g Fat
,,,1.2 g Carbs,,12.6 g Protein
Broccoli Florets,,,45.6 kcall,,1.08 g Fat
Tesco,,,7.08 g Carbs,,3.96 g Protein
Butter,,,121.89 kcall,,13.79 g Fat
,,,0.01 g Carbs,,0.14 g Protein
,,,744.7 kcall,,61.51 g fat
Dinner,,,0.31 g Carbs,,47.99 g Protein
Ground Beef - Aldi,,,351 kcall,,27 g Fat
,,,0 g Carbs,,27 g Protein
Käsekrainer,,,322 kcall,,26.4 g Fat
,,,0.3 g Carbs,,20.9 g Protein
Butter,,,71.7 kcall,,8.11 g Fat
,,,0.01 g Carbs,,0.09 g Protein
,,,243.6 kcall,,24.36 g fat
Snacks,,,3.48 g Carbs,,1.16 g Protein
Pitted Kalamata Olives in,,,243.6 kcall,,24.36 g Fat
BrineTesco,,,3.48 g Carbs,,1.16 g Protein
26 September,,,,,Activity: 123 kcall burned
Thursday,Calories,Carbs,Protein,Fat,Weight: 87
,4727 kcall eaten,204 g eaten,184 g eaten,344 g eaten,
,2793 kcall over,180 g over,120 g over,178 g over,
,18% of calories,,16% of calories,66% of calories,
Water 2000 of 2000 (100% of goal),,,,,
,,,6 kcall,,0.12 g fat
Breakfast,,,0.21 g Carbs,,0.63 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
,,,1460.46 kcall,,124.11 g fat
Lunch,,,7.34 g Carbs,,78.5 g Protein
bauernpressack,,,359.26 kcall,,25.93 g Fat
,,,3.15 g Carbs,,27.78 g Protein
Ground Beef - Aldi,,,210.6 kcall,,16.2 g Fat
,,,0 g Carbs,,16.2 g Protein
Bacon - Aldo Bio,,,215 kcall,,20 g Fat
,,,0.62 g Carbs,,8.12 g Protein
Weißwurst,,,327.6 kcall,,30 g Fat
,,,1.2 g Carbs,,13.2 g Protein
Blutwurst,,,339 kcall,,31.5 g Fat
,,,1.2 g Carbs,,12.6 g Protein
Yellow Mustard,,,9 kcall,,0.48 g Fat
,,,1.17 g Carbs,,0.6 g Protein
,,,644 kcall,,52.8 g fat
Dinner,,,0.6 g Carbs,,41.8 g Protein
Käsekrainer,,,644 kcall,,52.8 g Fat
,,,0.6 g Carbs,,41.8 g Protein
,,,2616.6 kcall,,167.42 g fat
Snacks,,,201.88 g Carbs,,63.54 g Protein
Kakao - Bensdorp,,,7.18 kcall,,0.41 g Fat
,,,0.18 g Carbs,,0.4 g Protein
Whipping Cream,,,348 kcall,,37.28 g Fat
,,,2.81 g Carbs,,2.07 g Protein
Mars Bar,,,228.99 kcall,,8.67 g Fat
,,,35.7 g Carbs,,2.04 g Protein
Twix White,,,230.92 kcall,,11.5 g Fat
,,,29.44 g Carbs,,2.21 g Protein
Bounty Bar,,,277.59 kcall,,14.82 g Fat
,,,33.63 g Carbs,,2.11 g Protein
Lion Bar,,,289.8 kcall,,13.26 g Fat
,,,26.28 g Carbs,,3.3 g Protein
Smoked Almonds,,,623.7 kcall,,53.9 g Fat
Starbucks,,,12.21 g Carbs,,22.33 g Protein
Filet-O-Fish,,,329 kcall,,13 g Fat
McDonald's,,,36 g Carbs,,15 g Protein
Chicken McNuggets (9),,,260.42 kcall,,14.58 g Fat
McDonald's,,,20.83 g Carbs,,13.89 g Protein
BBQ Sauce,,,21 kcall,,0 g Fat
Heinz,,,4.8 g Carbs,,0.2 g Protein
27 September,,,,,Activity: 168 kcall burned
Friday,Calories,Carbs,Protein,Fat,Weight: 87
,2555 kcall eaten,46 g eaten,97 g eaten,205 g eaten,
,621 kcall over,22 g over,38 g left,38 g over,
,8% of calories,,16% of calories,76% of calories,
Water 1500 of 2000 (75% of goal),,,,,
,,,6 kcall,,0.12 g fat
Breakfast,,,0.21 g Carbs,,0.63 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
,,,541.15 kcall,,44.71 g fat
Lunch,,,2.07 g Carbs,,33.02 g Protein
Bacon - Tulip Streifen,,,163.75 kcall,,13.75 g Fat
,,,0 g Carbs,,10 g Protein
Eier,,,273 kcall,,19.78 g Fat
,,,1.22 g Carbs,,22.4 g Protein
Whipping Cream,,,104.4 kcall,,11.18 g Fat
,,,0.84 g Carbs,,0.62 g Protein
,,,1372.8 kcall,,122.82 g fat
Dinner,,,10.7 g Carbs,,58.33 g Protein
Knödelbrat Gewürzt,,,284 kcall,,27 g Fat
,,,0.9 g Carbs,,11 g Protein
Yellow Mustard,,,9 kcall,,0.48 g Fat
,,,1.17 g Carbs,,0.6 g Protein
Knödelbrat Gewürzt,,,284 kcall,,27 g Fat
,,,0.9 g Carbs,,11 g Protein
Liverwurst,,,245.25 kcall,,21.38 g Fat
,,,2.32 g Carbs,,10.88 g Protein
Käsekrainer,,,322 kcall,,26.4 g Fat
,,,0.3 g Carbs,,20.9 g Protein
Pitted Kalamata Olives in,,,70 kcall,,7 g Fat
BrineTesco,,,1 g Carbs,,0.33 g Protein
British Brussels Sprouts,,,51 kcall,,1.4 g Fat
Tesco,,,4.1 g Carbs,,3.5 g Protein
Butter,,,107.55 kcall,,12.17 g Fat
,,,0.01 g Carbs,,0.13 g Protein
,,,634.58 kcall,,37.62 g fat
Snacks,,,37.54 g Carbs,,5.11 g Protein
Granny Smith Apples,,,62.4 kcall,,0.2 g Fat
,,,16.57 g Carbs,,0.31 g Protein
Beer,,,220 kcall,,0 g Fat
,,,18 g Carbs,,2.35 g Protein
Whipping Cream,,,345 kcall,,37 g Fat
,,,2.79 g Carbs,,2.05 g Protein
Kakao - Bensdorp,,,7.18 kcall,,0.41 g Fat
,,,0.18 g Carbs,,0.4 g Protein
28 September,,,,,Activity: 234 kcall burned
Saturday,Calories,Carbs,Protein,Fat,Weight: 87
,999 kcall eaten,5 g eaten,57 g eaten,84 g eaten,
,935 kcall left,19 g left,79 g left,83 g left,
,2% of calories,,23% of calories,75% of calories,
Water 500 of 2000 (25% of goal),,,,,
,,,639.8 kcall,,57.67 g fat
Breakfast,,,2.14 g Carbs,,29.59 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Nürbberger,,,218 kcall,,20 g Fat
Rostbratwürste,,,0.6 g Carbs,,8.8 g Protein
Eier,,,249.6 kcall,,18.08 g Fat
,,,1.12 g Carbs,,20.48 g Protein
Whipping Cream,,,52.2 kcall,,5.59 g Fat
,,,0.42 g Carbs,,0.31 g Protein
,,,359.26 kcall,,25.93 g fat
Lunch,,,3.15 g Carbs,,27.78 g Protein
bauernpressack,,,359.26 kcall,,25.93 g Fat
,,,3.15 g Carbs,,27.78 g Protein
,,,0 kcall,,0 g fat
Dinner,,,0 g Carbs,,0 g Protein
,,,0 kcall,,0 g fat
Snacks,,,0 g Carbs,,0 g Protein
29 September,,,,,Activity: 141 kcall burned
Sunday,Calories,Carbs,Protein,Fat,Weight: 87
,1185 kcall eaten,9 g eaten,32 g eaten,115 g eaten,
,749 kcall left,16 g left,75 g left,52 g left,
,3% of calories,,11% of calories,86% of calories,
Water 0 of 2000 (0% of goal),,,,,
,,,1185.05 kcall,,114.77 g fat
Breakfast,,,8.64 g Carbs,,31.85 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
British Brussels Sprouts,,,51 kcall,,1.4 g Fat
Tesco,,,4.1 g Carbs,,3.5 g Protein
Butter,,,179.25 kcall,,20.28 g Fat
,,,0.01 g Carbs,,0.21 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Nürbberger,,,218 kcall,,20 g Fat
Rostbratwürste,,,0.6 g Carbs,,8.8 g Protein
Whipping Cream,,,348 kcall,,37.28 g Fat
,,,2.81 g Carbs,,2.07 g Protein
Organic Virgin Coconut Oil,,,180 kcall,,21 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
,,,0 kcall,,0 g fat
Lunch,,,0 g Carbs,,0 g Protein
,,,0 kcall,,0 g fat
Dinner,,,0 g Carbs,,0 g Protein
,,,0 kcall,,0 g fat
Snacks,,,0 g Carbs,,0 g Protein
30 September,,,,,Activity: 90 kcall burned
Monday,Calories,Carbs,Protein,Fat,Weight: 87
,3575 kcall eaten,16 g eaten,156 g eaten,315 g eaten,
,1641 kcall over,8 g left,68 g left,148 g over,
,2% of calories,,18% of calories,80% of calories,
Water 1250 of 2000 (63% of goal),,,,,
,,,6 kcall,,0.12 g fat
Breakfast,,,0.21 g Carbs,,0.63 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
,,,1193.29 kcall,,98.83 g fat
Lunch,,,3.98 g Carbs,,71.54 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
Zwiebelmettwurst,,,235 kcall,,18 g Fat
,,,1 g Carbs,,17 g Protein
Steak (Lean Only Eaten),,,261.8 kcall,,9.28 g Fat
,,,0 g Carbs,,41.8 g Protein
Butter,,,179.25 kcall,,20.28 g Fat
,,,0.01 g Carbs,,0.21 g Protein
Kakao - Bensdorp,,,7.18 kcall,,0.41 g Fat
,,,0.18 g Carbs,,0.4 g Protein
Whipping Cream,,,345 kcall,,37 g Fat
,,,2.79 g Carbs,,2.05 g Protein
,,,1924.7 kcall,,170.6 g fat
Dinner,,,9.07 g Carbs,,79.51 g Protein
Eiersalat,,,481.5 kcall,,45.6 g Fat
,,,3.9 g Carbs,,13.65 g Protein
Gouda Slices,,,291.2 kcall,,24 g Fat
Tesco,,,0.32 g Carbs,,18.56 g Protein
Olives / green w/ almonds,,,217 kcall,,19 g Fat
,,,0.4 g Carbs,,4.3 g Protein
Leberkäse,,,337.5 kcall,,30 g Fat
,,,1.62 g Carbs,,15 g Protein
Leberkäse,,,337.5 kcall,,30 g Fat
,,,1.62 g Carbs,,15 g Protein
Kabanossi,,,260 kcall,,22 g Fat
,,,1.2 g Carbs,,13 g Protein
,,,451.2 kcall,,45.48 g fat
Snacks,,,8.28 g Carbs,,4.74 g Protein
Macadamia Nuts,,,451.2 kcall,,45.48 g Fat
Tesco,,,8.28 g Carbs,,4.74 g Protein
1 October,,,,,Activity: 141 kcall burned
Tuesday,Calories,Carbs,Protein,Fat,Weight: 87
,3265 kcall eaten,48 g eaten,166 g eaten,261 g eaten,
,1331 kcall over,24 g over,36 g left,94 g over,
,6% of calories,,21% of calories,73% of calories,
Water 1250 of 2000 (63% of goal),,,,,
,,,540.8 kcall,,48.69 g fat
Breakfast,,,1.51 g Carbs,,25.44 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Nürbberger,,,218 kcall,,20 g Fat
Rostbratwürste,,,0.6 g Carbs,,8.8 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
,,,726.89 kcall,,39.63 g fat
Lunch,,,16.09 g Carbs,,71.71 g Protein
Bacon - Tulip Streifen,,,162.44 kcall,,13.64 g Fat
,,,0 g Carbs,,9.92 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Beef Liver,,,380.7 kcall,,10.24 g Fat
,,,10.97 g Carbs,,57.42 g Protein
British Brussels Sprouts,,,63.75 kcall,,1.75 g Fat
Tesco,,,5.12 g Carbs,,4.38 g Protein
,,,1169.6 kcall,,100.4 g fat
Dinner,,,3.9 g Carbs,,60.1 g Protein
Kabanossi,,,520 kcall,,44 g Fat
,,,2.4 g Carbs,,26 g Protein
Weißwurst,,,327.6 kcall,,30 g Fat
,,,1.2 g Carbs,,13.2 g Protein
Käsekrainer,,,322 kcall,,26.4 g Fat
,,,0.3 g Carbs,,20.9 g Protein
,,,827.3 kcall,,72.12 g fat
Snacks,,,32.17 g Carbs,,8.39 g Protein
75% Dark Chocolate,,,338.5 kcall,,22.85 g Fat
Heidi,,,23.2 g Carbs,,3.25 g Protein
Macadamia Nuts,,,488.8 kcall,,49.27 g Fat
Tesco,,,8.97 g Carbs,,5.14 g Protein
2 October,,,,,Activity: 122 kcall burned
Wednesday,Calories,Carbs,Protein,Fat,Weight: 86
,2562 kcall eaten,31 g eaten,98 g eaten,224 g eaten,
,633 kcall over,7 g over,52 g left,57 g over,
,5% of calories,,15% of calories,80% of calories,
Water 1250 of 2000 (63% of goal),,,,,
,,,6 kcall,,0.12 g fat
Breakfast,,,0.21 g Carbs,,0.63 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
,,,1001.59 kcall,,81.16 g fat
Lunch,,,0.68 g Carbs,,67.2 g Protein
Ground Beef - Aldi,,,468 kcall,,36 g Fat
,,,0 g Carbs,,36 g Protein
Bacon - Tulip Streifen,,,162.44 kcall,,13.64 g Fat
,,,0 g Carbs,,9.92 g Protein
Käsekrainer,,,322 kcall,,26.4 g Fat
,,,0.3 g Carbs,,20.9 g Protein
Mascarpone,,,49.15 kcall,,5.12 g Fat
,,,0.38 g Carbs,,0.38 g Protein
,,,1170.4 kcall,,111.27 g fat
Dinner,,,12.81 g Carbs,,25.19 g Protein
Frischkäse,,,301.25 kcall,,28.75 g Fat
,,,3.75 g Carbs,,6.87 g Protein
Grüne Oliven mit,,,182 kcall,,18 g Fat
Frischkäse,,,2.3 g Carbs,,1.8 g Protein
Weichkäse,,,335.25 kcall,,33 g Fat
,,,0.08 g Carbs,,9.75 g Protein
Green Olives and garlic,,,132 kcall,,13.2 g Fat
,,,0.52 g Carbs,,1.35 g Protein
British Brussels Sprouts,,,76.5 kcall,,2.1 g Fat
